product_name,countries_en,serving_size,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,monounsaturated-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,trans-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,potassium_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g
Taboulé,Switzerland,200 g,550,0,3,0.5,0,0,0,0,21,2.5,2,4,0.9,0.354330709,0,0,0,0,0,0
Vegi Caprese,Switzerland,200 g,839,0,8,2,0,0,0,0,23,3,2,8,1.7,0.669291339,0,0,0,0,0,0
Quiche Lorraine,Switzerland,200 g,1016,0,13,6,0,0,0,0,20,4.5,1,11,1.3,0.511811024,0,0,0,0,0,0
Fondu Vaudoise,Switzerland,200 g,1610,0,31,19,0,0,0,0,2,0.1,0,25,1.5,0.590551181,0,0,0,0,0,0
Burger cerf,Switzerland,200 g,722,0,12,6,0,0,0,0,0.5,0.5,0.5,1.9,1.1,0.433070866,0,0,0,0,0,0
Appenzeller Rösti,Switzerland,200 g,630,0,6,2.5,0,0,0,0,18,0.7,1.5,5,1,0.393700787,0,0,0,0,0,0
Gnocchi de pommes de terre,Switzerland,200 g,695,0,0.5,0.5,0,0,0,0,36,0.5,2,3.5,0.85,0.334645669,0,0,0,0,0,0
Gnocchi Caprese,Switzerland,200 g,726,0,3,1.5,0,0,0,0,30,1.5,2.5,5,1.3,0.511811024,0,0,0,0,0,0
Tofu au basilic,Switzerland,200 g,774,0,12,2.2,0,0,0,0,1.6,0.5,1.7,17,1.4,0.551181102,0,0,0,0,0,0
Mezzanine manzo e pomodoro,Switzerland,200 g,850,0,7,1.5,0,0,0,0,26,1.5,1,8,1.2,0.472440945,0,0,0,0,0,0
Asia Money Bags,Switzerland,200 g,977,0,10,1.5,0,0,0,0,30,4,2.5,4.5,0.8,0.31496063,0,0,0,0,0,0
Filets Gourmet Rösti,Switzerland,200 g,614,0,9,2.5,0,0,0,0,4.5,1,0.5,12,0.7,0.275590551,0,0,0,0,0,0
Filets Gourmet à la Bordelaise,Switzerland,200 g,699,0,10,1.5,0,0,0,0,6,0.6,0.8,13,0.75,0.295275591,0,0,0,0,0,0
Filets gourmet à la provençale,Switzerland,200 g,722,0,11,7,0,0,0,0,4.5,0.7,0.5,14,0.9,0.354330709,0,0,0,0,0,0
Filets Gourmet à la Provençale MSC Pelican 400g,Switzerland,200 g,724,0,11,7,0,0,0,0,4.5,0.7,0.5,14,1.016,0.4,0,0,0,0,0,0
Jus d'orange doux,Switzerland,200 mk,170,0,0,0,0,0,0,0,9,9,0.5,0.5,0,0,0,0,0,0,0,0
PINK GRAPEFRUITSAFT,Switzerland,200 ml,129,0,0.5,0.5,0,0,0,0,7,6,0.5,0.5,0,0,0,0,0,0,0,0
Jus De Pamplemousse Rose,Switzerland,200 ml,160,0,0,0,0,0,0,0,9,9,0,0.5,0,0,0,0,0,0,0,0
Orange doux,Switzerland,200 ml,170,0,0,0,0,0,0,0,9,9,0.5,0.5,0,0,0,0,0,0,0,0
Jus d'orange sanguine,Switzerland,200 ml,170,0,0,0,0,0,0,0,9,9,0.5,1,0,0,0,0,0,0,0,0
Orange bio,Switzerland,200 ml,170,0,0,0,0,0,0,0,9,9,0.5,0.5,0,0,0,0,0,0,0,0
100% FRUIT Jus d'orange douce ,Switzerland,200 ml,174,0,0.5,0.5,0,0,0,0,9,9,0.5,0.7,0.02,0.007874016,0,0,0,0,0,0
Jus d'orange,Switzerland,200 ml,186,0,0.5,0.5,0,0,0,0,10,10,0.5,0.5,0,0,0,0,0,0,0,0
Jus de pomme filtré,Switzerland,200 ml,187,0,0,0,0,0,0,0,11,10,0,0,0.01,0.003937008,0,0,0,0,0,0
Gravensteiner Jus de pomme,Switzerland,200 ml,187,0,0,0,0,0,0,0,11,10,0,0,0.01,0.003937008,0,0,0,0,0,0
Orange,Switzerland,200 ml,188,0,0,0,0,0,0,0,10,9,0.5,0.9,0.05,0.019685039,0,0,0,0,0,0
Jus de pomme,Switzerland,200 ml,189,0,0.5,0.5,0,0,0,0,11,10,0.5,0.5,0.05,0.019685039,0,0,0,0,0,0
Jus de pomme,Switzerland,200 ml,190,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0
Apfelsaft,Switzerland,200 ml,190,0,0.5,0,0,0,0,0,11,0,0,0.5,0,0,0,0,0,0,0,0
Orange & carotte,Switzerland,200 ml,191,0,0,0,0,0,0,0,10,7.8,0,0.6,0.02,0.007874016,0,0,0,0,0,0
Orange & Kiwi,Switzerland,200 ml,193,0,0,0,0,0,0,0,10,8.2,0,0.7,0,0,0,0,0,0,0,0
Apfel & Mango,Switzerland,200 ml,197,0,0,0,0,0,0,0,11,9.6,0,0.4,0.01,0.003937008,0,0,0,0,0,0
Pamplemousse rose,Switzerland,200 ml,201,0,0,0,0,0,0,0,11,9,0.5,0.7,0.08,0.031496063,0,0,0,0,0,0
Sarasay multi vitamines,Switzerland,200 ml,205,0,0.5,0,0,0,0,0,13,12,0,0.6,0.03,0.011811024,0,0,0,0,0,0
Jus D'orange,Switzerland,200 ml,208,0,0.5,0.5,0,0,0,0,11,9,0.5,0.8,0,0,0,0,0,0,0,0
Multifruits,Switzerland,200 ml,250,0,0,0,0,0,0,0,14,12,0.5,0.5,0.01,0.003937008,0,0,0,0,0,0
Jus multivitaminé,Switzerland,200 ml,251,0,0.5,0.5,0,0,0,0,13,12,1.5,0.7,0,0,0,0,0,0,0,0
Jus de Raisin Rouge,Switzerland,200 ml,255,0,0,0,0,0,0,0,15,14,0,0,0.01,0.003937008,0,0,0,0,0,0
Baies rouges,Switzerland,200 ml,258,0,0.5,0,0,0,0,0,14,12,0.5,0.7,0.08,0.031496063,0,0,0,0,0,0
Boisson pour le petit déjeuner,Switzerland,200 ml,261,0,0.5,0.5,0,0,0,0,14,9,0.5,0.9,0.04,0.015748031,0,0,0,0,0,0
Berry Splash Cranberry,Switzerland,200 ml,153,0,0,0,0,0,0,0,9,9,0,0.5,0,0,0,0,0,0,0,0
Nectar d'airelle,Switzerland,200 ml,310,0,0,0,0,0,0,0,17,17,0,1,0,0,0,0,0,0,0,0
100% jus d'orange ,Switzerland,200 ml,192,0,0.5,0,0,0,0,0,11,9,0.5,0.5,0.0508,0.02,0,0,0,0,0,0
Rösti au beurre,Switzerland,200g,550,0,7,2.5,0,0,0,0,14,0.7,2,2,1.2,0.472440945,0,0,0,0,0,0
Potage à la créme à la tomate Naturaplan,Switzerland,207 g,289,0,4,2,0,0,0,0,7,4,1,2.1,0.9144,0.36,0,0,0,0,0,0
Fol Epi Tranches,Switzerland,21 g,1060,0,16,11,0,0,0,0,0.5,0.5,0,27,1.5,0.590551181,0,0,0,0,0,0
Fromage Le Tonneau,Switzerland,210 g,1644,0,33,0,0,0,0,0,0.5,0,0,25,0,0,0,0,0,0,0,0
Minestrone Bon Chef,Switzerland,210 g,201,0,2,1,0,0,0,0,4.5,1,3,1.5,0.9398,0.37,0,0,0,0,0,0
Tarte aux pommes,Switzerland,215 g,886,0,7.91,3.72,0,0,0,0,30.2,12.1,1.4,4.19,0.302,0.119,0,0,0,0,0,0
Mini Babybel,Switzerland,22 g,1220,0,23,15.5,0,0,0,0,0.5,0.5,0,21.5,1.8,0.708661417,0,0.65,0,0,0,0
Pain carré clair,Switzerland,22 g,1280,0,7,0.7,0,0,0,0,50,2,2.5,9,1.7,0.669291339,0,0,0,0,0,0
Biscuits à l'épeautre BIO,Switzerland,22 g,453,0,15,7,0,0,0,0,70,27,5,7,1.016,0.4,0,0,0,0,0,0
Piemont,Switzerland,22 g,2250,0,30,19,0,0,0,0,60,47,2.5,6,0.1,0.039370079,0,0,0,0,0,0
M-CLASSIC LENTILLES SANS LARD,Switzerland,220 g,370,0,2,0.5,0,0,0,0,11,0.5,3.5,4.5,0.9,0.354330709,0,0,0,0,0,0
Escalopes de Cerf,Switzerland,220 g,566,0,7,2.5,0,0,0,0,4,2,0.5,14,1,0.393700787,0,0,0,0,0,0
Haricots blancs,Switzerland,220 g,364,0,1.5,0.5,0,0,0,0,11,2,4.5,5,0.9906,0.39,0,0,0,0,0,0
Lentilles aux lardons M-Classic,Switzerland,220 g,418,0,3.5,1,0,0,0,0,11,0.7,3,4.5,0.9652,0.38,0,0,0,0,0,0
Pâtisserie en pâte feuilletée avec crème et génoise,Switzerland,220 g,1010,0,8,4,0,0,0,0,37,19,1,4.5,0.6,0.236220472,0,0,0,0,0,0
Tourte suédoise aux Marrons,Switzerland,220 g,1299,0,11,6,0,0,0,0,47,32,1,5,0.23,0.090551181,0,0,0,0,0,0
Pomme,Switzerland,220 g.,980,0,11,1.5,0,0,0,0,30,16,1.5,3,0.381,0.15,0,0,0,0,0,0
Yogourt Granola framboise/fraise,Switzerland,225 g,380,0,1.9,0.5,0,0,0,0,12,8,2.5,5,0.1524,0.06,0,0,0,0,0,0
Quinoa Mix zucchini & onion,Switzerland,225 g,402,0,4,0.5,0,0,0,0,11,2,2,3,0.83,0.326771654,0,0,0,0,0,0
Quinoa Mix mango chutney,Switzerland,225 g,506,0,2,0,0,0,0,0,21,12,3,3,1.1,0.433070866,0,0,0,0,0,0
Quinoa Mix tomato & piquillo,Switzerland,225 g,567,0,8,0.8,0,0,0,0,12,4,2,3,0.8,0.31496063,0,0,0,0,0,0
Quinoa Mix green asparagus,Switzerland,225 g,826,0,15,2,0,0,0,0,11,2,2,4,1,0.393700787,0,0,0,0,0,0
Quinoa Mix Pesto,Switzerland,225 g,954,0,18,2,0,0,0,0,12,2,2,4,1.6,0.62992126,0,0,0,0,0,0
Poisson au four avec julienne de légumes Findus,Switzerland,225g,427,0,5.4,2.3,0,0,0,0,3.9,1.9,0.4,9.1,1.3716,0.54,0,0,0,0,0,0
Toast soleil,Switzerland,23 g,1160,0,4.5,0.5,0,0,0,0,46,2.5,3,11,1.1,0.433070866,0,0,0,0,0,0
Pain carré foncé,Switzerland,23 g,1174,0,7,0.6,0,0,0,0,41,4,6,10,1.4,0.551181102,0,0,0,0,0,0
Mini Cookies,Switzerland,23 g,1860,0,17,8,0,0,0,0,64,33,5,6,0.4,0.157480315,0,0,0,0,0,0
Macarons orange-coco-ananas-caramel,Switzerland,23 g,1930,0,25,8,0,0,0,0,48,36,7,8,0.1,0.039370079,0,0,0,0,0,0
Japonais,Switzerland,23 g,2100,0,24,13,0,0,0,0,62,48,2.5,8,0.2,0.078740157,0,0,0,0,0,0
white,Switzerland,23 g,2103,0,25.2,14.9,0,0,0,0,63.7,48.1,0,4.8,0.41,0.161417323,0,0,0,0,0,0
Country soft Abricot,Switzerland,23g,1660,0,8,2.5,0,0,0,0,70,34,4.5,8,0.5,0.196850394,0,0,0,0,0,0
Amandes Pralinées,Switzerland,24 g,2191,0,32,2,0,0,0,0,44,43,9,11,0.03,0.011811024,0,0,0,0,0,0
Amande Noire,Switzerland,24 g,2263,0,33,14,0,0,0,0,49,41,7,9,0.14,0.05511811,0,0,0,0,0,0
Purée de pommes de terre ,Switzerland,240 g,490,0,7,1,0,0,0,0,11,1,1.5,2,0.8,0.31496063,0,0,0,0,0,0
Tourte Forêt-Noire,Switzerland,244 g,1330,0,17,10,0,0,0,0,37,27,1.5,3.5,0.23,0.090551181,0,0,0,0,0,0
Saladbowl grecque,Switzerland,245 g,540,0,9,2.5,0,0,0,0,6,1.5,2.5,5,0.9,0.354330709,0,0,0,0,0,0
Fromage fondu,Switzerland,25 g,1137,0,22,15,0,0,0,0,4,4,0,15,3.5,1.377952756,0,0,0,0,0,0
